company_num,company_name,combined_risk_tier,n_filing_events,filing_narrative,combined_text
349639,FRANK BYRNES AUTOBODY REPAIRS LIMITED,LOW_CONCERN,45,"FRANK BYRNES AUTOBODY REPAIRS LIMITED has filed with the registry since 2001. Across its history: 25 annual returns, 7 director or secretary changes, 2 registered office changes, 1 auditor resignation. In the 8 years to 2024 the filing sequence was: 2016: annual return; 2017: annual return; 2018: annual return; 2019: annual return; 2020: annual return; director or secretary change; 2021: director or secretary change; director or secretary change; annual return; 2022: annual return; 2023: annual return; 2024: annual return; 2025: annual return; director or secretary change.","FRANK BYRNES AUTOBODY REPAIRS LIMITED has filed with the registry since 2001. Across its history: 25 annual returns, 7 director or secretary changes, 2 registered office changes, 1 auditor resignation. In the 8 years to 2024 the filing sequence was: 2016: annual return; 2017: annual return; 2018: annual return; 2019: annual return; 2020: annual return; director or secretary change; 2021: director or secretary change; director or secretary change; annual return; 2022: annual return; 2023: annual return; 2024: annual return; 2025: annual return; director or secretary change. FRANK BYRNES AUTOBODY REPAIRS LIMITED has filed with the registry since 2001. Across its history: 25 annual returns, 7 director or secretary changes, 2 registered office changes, 1 auditor resignation. In the 8 years to 2024 the filing sequence was: 2016: annual return; 2017: annual return; 2018: annual return; 2019: annual return; 2020: annual return; director or secretary change; 2021: director or secretary change; director or secretary change; annual return; 2022: annual return; 2023: annual return; 2024: annual return; 2025: annual return; director or secretary change. Company: FRANK BYRNES AUTOBODY REPAIRS LIMITED. County: Galway. Legal form: LTD - Private Company Limited by Shares. Age at observation: 23.2 years."
355563,DUN LAOGHAIRE RATHDOWN COUNTY CHILDCARE COMMITTEE,LOW_CONCERN,66,"DUN LAOGHAIRE RATHDOWN COUNTY CHILDCARE COMMITTEE has filed with the registry since 2002. Across its history: 25 annual returns, 35 director or secretary changes, 2 registered office changes, 1 auditor resignation. In the 8 years to 2024 the filing sequence was: 2016: annual return; director or secretary change; director or secretary change; other filing; 2017: director or secretary change; annual return; director or secretary change; 2018: annual return; 2019: director or secretary change; director or secretary change; director or secretary change; director or secretary change; annual return; 2020: annual return; director or secretary change; director or secretary change; 2021: director or secretary change; director or secretary change; annual return; 2022: director or secretary change; director or secretary change; director or secretary change; annual return; director or secretary change; director or secretary change; 2023: annual return; auditor resignation; 2024: director or secretary change; annual return; 2025: director or secretary change; annual return; 2026: annual return.","DUN LAOGHAIRE RATHDOWN COUNTY CHILDCARE COMMITTEE has filed with the registry since 2002. Across its history: 25 annual returns, 35 director or secretary changes, 2 registered office changes, 1 auditor resignation. In the 8 years to 2024 the filing sequence was: 2016: annual return; director or secretary change; director or secretary change; other filing; 2017: director or secretary change; annual return; director or secretary change; 2018: annual return; 2019: director or secretary change; director or secretary change; director or secretary change; director or secretary change; annual return; 2020: annual return; director or secretary change; director or secretary change; 2021: director or secretary change; director or secretary change; annual return; 2022: director or secretary change; director or secretary change; director or secretary change; annual return; director or secretary change; director or secretary change; 2023: annual return; auditor resignation; 2024: director or secretary change; annual return; 2025: director or secretary change; annual return; 2026: annual return. DUN LAOGHAIRE RATHDOWN COUNTY CHILDCARE COMMITTEE has filed with the registry since 2002. Across its history: 25 annual returns, 35 director or secretary changes, 2 registered office changes, 1 auditor resignation. In the 8 years to 2024 the filing sequence was: 2016: annual return; director or secretary change; director or secretary change; other filing; 2017: director or secretary change; annual return; director or secretary change; 2018: annual return; 2019: director or secretary change; director or secretary change; director or secretary change; director or secretary change; annual return; 2020: annual return; director or secretary change; director or secretary change; 2021: director or secretary change; director or secretary change; annual return; 2022: director or secretary change; director or secretary change; director or secretary change; annual return; director or secretary change; director or secretary change; 2023: annual return; auditor resignation; 2024: director or secretary change; annual return; 2025: director or secretary change; annual return; 2026: annual return. Company: DUN LAOGHAIRE RATHDOWN COUNTY CHILDCARE COMMITTEE. County: Dublin. Legal form: CLG-Company Limited by Guarantee (licenced company). Age at observation: 22.7 years."
358333,MULLINGAR HOMECARE SERVICES COMPANY LIMITED BY GUARANTEE,LOW_CONCERN,66,"MULLINGAR HOMECARE SERVICES COMPANY LIMITED BY GUARANTEE has filed with the registry since 2002. Across its history: 24 annual returns, 28 director or secretary changes, 1 registered office change, 2 auditor resignations. In the 8 years to 2024 the filing sequence was: 2016: annual return; director or secretary change; director or secretary change; 2017: annual return; director or secretary change; other filing; 2018: annual return; 2019: annual return; director or secretary change; other filing; 2020: annual return; director or secretary change; 2021: annual return; 2022: other filing; annual return; 2023: registered office change; director or secretary change; director or secretary change; director or secretary change; director or secretary change; director or secretary change; annual return; 2024: annual return; 2025: special resolution; other filing; other filing; director or secretary change; annual return; director or secretary change.","MULLINGAR HOMECARE SERVICES COMPANY LIMITED BY GUARANTEE has filed with the registry since 2002. Across its history: 24 annual returns, 28 director or secretary changes, 1 registered office change, 2 auditor resignations. In the 8 years to 2024 the filing sequence was: 2016: annual return; director or secretary change; director or secretary change; 2017: annual return; director or secretary change; other filing; 2018: annual return; 2019: annual return; director or secretary change; other filing; 2020: annual return; director or secretary change; 2021: annual return; 2022: other filing; annual return; 2023: registered office change; director or secretary change; director or secretary change; director or secretary change; director or secretary change; director or secretary change; annual return; 2024: annual return; 2025: special resolution; other filing; other filing; director or secretary change; annual return; director or secretary change. MULLINGAR HOMECARE SERVICES COMPANY LIMITED BY GUARANTEE has filed with the registry since 2002. Across its history: 24 annual returns, 28 director or secretary changes, 1 registered office change, 2 auditor resignations. In the 8 years to 2024 the filing sequence was: 2016: annual return; director or secretary change; director or secretary change; 2017: annual return; director or secretary change; other filing; 2018: annual return; 2019: annual return; director or secretary change; other filing; 2020: annual return; director or secretary change; 2021: annual return; 2022: other filing; annual return; 2023: registered office change; director or secretary change; director or secretary change; director or secretary change; director or secretary change; director or secretary change; annual return; 2024: annual return; 2025: special resolution; other filing; other filing; director or secretary change; annual return; director or secretary change. Company: MULLINGAR HOMECARE SERVICES COMPANY LIMITED BY GUARANTEE. County: Westmeath. Legal form: CLG - Company Limited by Guarantee. Age at observation: 22.5 years."
368145,MAREHILL MANAGEMENT LIMITED COMPANY LIMITED BY GUARANTEE,LOW_CONCERN,36,"MAREHILL MANAGEMENT LIMITED COMPANY LIMITED BY GUARANTEE has filed with the registry since 2003. Across its history: 24 annual returns, 6 director or secretary changes, 1 registered office change, 1 auditor resignation. In the 8 years to 2024 the filing sequence was: 2016: director or secretary change; 2017: other filing; annual return; annual return; annual return; annual return; annual return; annual return; director or secretary change; annual return; director or secretary change; auditor resignation; director or secretary change; 2018: director or secretary change; 2019: annual return; annual return; 2020: annual return; 2021: annual return; 2022: annual return; other filing; 2023: annual return; 2024: annual return; 2025: annual return; 2026: annual return.","MAREHILL MANAGEMENT LIMITED COMPANY LIMITED BY GUARANTEE has filed with the registry since 2003. Across its history: 24 annual returns, 6 director or secretary changes, 1 registered office change, 1 auditor resignation. In the 8 years to 2024 the filing sequence was: 2016: director or secretary change; 2017: other filing; annual return; annual return; annual return; annual return; annual return; annual return; director or secretary change; annual return; director or secretary change; auditor resignation; director or secretary change; 2018: director or secretary change; 2019: annual return; annual return; 2020: annual return; 2021: annual return; 2022: annual return; other filing; 2023: annual return; 2024: annual return; 2025: annual return; 2026: annual return. MAREHILL MANAGEMENT LIMITED COMPANY LIMITED BY GUARANTEE has filed with the registry since 2003. Across its history: 24 annual returns, 6 director or secretary changes, 1 registered office change, 1 auditor resignation. In the 8 years to 2024 the filing sequence was: 2016: director or secretary change; 2017: other filing; annual return; annual return; annual return; annual return; annual return; annual return; director or secretary change; annual return; director or secretary change; auditor resignation; director or secretary change; 2018: director or secretary change; 2019: annual return; annual return; 2020: annual return; 2021: annual return; 2022: annual return; other filing; 2023: annual return; 2024: annual return; 2025: annual return; 2026: annual return. Company: MAREHILL MANAGEMENT LIMITED COMPANY LIMITED BY GUARANTEE. County: Cork. Legal form: CLG - Company Limited by Guarantee. Age at observation: 21.8 years."
356193,DESTINATION STORE LIMITED,LOW_CONCERN,46,"DESTINATION STORE LIMITED has filed with the registry since 2002. Across its history: 24 annual returns, 5 director or secretary changes, 3 registered office changes, 1 auditor resignation, 1 conversion to private limited. In the 8 years to 2024 the filing sequence was: 2016: annual return; other filing; conversion to private limited; 2017: annual return; 2018: annual return; 2019: annual return; 2020: annual return; 2021: other filing; annual return; 2022: annual return; 2023: annual return; 2024: annual return; 2025: annual return; 2026: registered office change.","DESTINATION STORE LIMITED has filed with the registry since 2002. Across its history: 24 annual returns, 5 director or secretary changes, 3 registered office changes, 1 auditor resignation, 1 conversion to private limited. In the 8 years to 2024 the filing sequence was: 2016: annual return; other filing; conversion to private limited; 2017: annual return; 2018: annual return; 2019: annual return; 2020: annual return; 2021: other filing; annual return; 2022: annual return; 2023: annual return; 2024: annual return; 2025: annual return; 2026: registered office change. DESTINATION STORE LIMITED has filed with the registry since 2002. Across its history: 24 annual returns, 5 director or secretary changes, 3 registered office changes, 1 auditor resignation, 1 conversion to private limited. In the 8 years to 2024 the filing sequence was: 2016: annual return; other filing; conversion to private limited; 2017: annual return; 2018: annual return; 2019: annual return; 2020: annual return; 2021: other filing; annual return; 2022: annual return; 2023: annual return; 2024: annual return; 2025: annual return; 2026: registered office change. Company: DESTINATION STORE LIMITED. County: Dublin. Legal form: LTD - Private Company Limited by Shares. Age at observation: 22.7 years."
369139,THE MEDIATION BUREAU COMPANY LIMITED BY GUARANTEE,LOW_CONCERN,63,"THE MEDIATION BUREAU COMPANY LIMITED BY GUARANTEE has filed with the registry since 2003. Across its history: 23 annual returns, 31 director or secretary changes, 4 registered office changes. In the 8 years to 2024 the filing sequence was: 2016: other filing; annual return; 2017: registered office change; annual return; 2018: annual return; director or secretary change; 2019: annual return; 2020: director or secretary change; annual return; registered office change; 2021: director or secretary change; director or secretary change; director or secretary change; annual return; 2022: annual return; 2023: director or secretary change; annual return; director or secretary change; special resolution; director or secretary change; 2024: director or secretary change; director or secretary change; director or secretary change; annual return; special resolution; 2025: director or secretary change; other filing; director or secretary change; director or secretary change; director or secretary change; annual return; director or secretary change; director or secretary change; 2026: director or secretary change; director or secretary change.","THE MEDIATION BUREAU COMPANY LIMITED BY GUARANTEE has filed with the registry since 2003. Across its history: 23 annual returns, 31 director or secretary changes, 4 registered office changes. In the 8 years to 2024 the filing sequence was: 2016: other filing; annual return; 2017: registered office change; annual return; 2018: annual return; director or secretary change; 2019: annual return; 2020: director or secretary change; annual return; registered office change; 2021: director or secretary change; director or secretary change; director or secretary change; annual return; 2022: annual return; 2023: director or secretary change; annual return; director or secretary change; special resolution; director or secretary change; 2024: director or secretary change; director or secretary change; director or secretary change; annual return; special resolution; 2025: director or secretary change; other filing; director or secretary change; director or secretary change; director or secretary change; annual return; director or secretary change; director or secretary change; 2026: director or secretary change; director or secretary change. THE MEDIATION BUREAU COMPANY LIMITED BY GUARANTEE has filed with the registry since 2003. Across its history: 23 annual returns, 31 director or secretary changes, 4 registered office changes. In the 8 years to 2024 the filing sequence was: 2016: other filing; annual return; 2017: registered office change; annual return; 2018: annual return; director or secretary change; 2019: annual return; 2020: director or secretary change; annual return; registered office change; 2021: director or secretary change; director or secretary change; director or secretary change; annual return; 2022: annual return; 2023: director or secretary change; annual return; director or secretary change; special resolution; director or secretary change; 2024: director or secretary change; director or secretary change; director or secretary change; annual return; special resolution; 2025: director or secretary change; other filing; director or secretary change; director or secretary change; director or secretary change; annual return; director or secretary change; director or secretary change; 2026: director or secretary change; director or secretary change. Company: THE MEDIATION BUREAU COMPANY LIMITED BY GUARANTEE. County: Dublin. Legal form: CLG - Company Limited by Guarantee. Age at observation: 21.8 years."
547507,ALIANA LIMITED,DISSOLUTION_RISK,26,"ALIANA LIMITED has filed with the registry since 2014. Across its history: 14 annual returns, 1 director or secretary changes, 1 conversion to private limited. In the 8 years to 2024 the filing sequence was: 2016: annual return; other filing; annual return; annual return; capital reorganisation; other filing; other filing; special resolution; other filing; conversion to private limited; 2017: annual return; other filing; other filing; 2018: annual return; 2019: annual return; 2020: annual return; 2021: annual return; 2022: annual return; annual return; 2023: annual return; 2024: annual return; 2025: annual return.","ALIANA LIMITED has filed with the registry since 2014. Across its history: 14 annual returns, 1 director or secretary changes, 1 conversion to private limited. In the 8 years to 2024 the filing sequence was: 2016: annual return; other filing; annual return; annual return; capital reorganisation; other filing; other filing; special resolution; other filing; conversion to private limited; 2017: annual return; other filing; other filing; 2018: annual return; 2019: annual return; 2020: annual return; 2021: annual return; 2022: annual return; annual return; 2023: annual return; 2024: annual return; 2025: annual return. ALIANA LIMITED has filed with the registry since 2014. Across its history: 14 annual returns, 1 director or secretary changes, 1 conversion to private limited. In the 8 years to 2024 the filing sequence was: 2016: annual return; other filing; annual return; annual return; capital reorganisation; other filing; other filing; special resolution; other filing; conversion to private limited; 2017: annual return; other filing; other filing; 2018: annual return; 2019: annual return; 2020: annual return; 2021: annual return; 2022: annual return; annual return; 2023: annual return; 2024: annual return; 2025: annual return. Company: ALIANA LIMITED. County: Galway. Legal form: LTD - Private Company Limited by Shares. Age at observation: 10.4 years."
550148,TTLJK LIMITED,LOW_CONCERN,12,TTLJK LIMITED has filed with the registry since 2014. Across its history: 11 annual returns. In the 8 years to 2024 the filing sequence was: 2016: annual return; 2017: annual return; 2018: annual return; 2019: annual return; 2020: annual return; 2021: annual return; 2022: annual return; 2023: annual return; 2024: annual return; 2025: annual return.,TTLJK LIMITED has filed with the registry since 2014. Across its history: 11 annual returns. In the 8 years to 2024 the filing sequence was: 2016: annual return; 2017: annual return; 2018: annual return; 2019: annual return; 2020: annual return; 2021: annual return; 2022: annual return; 2023: annual return; 2024: annual return; 2025: annual return. TTLJK LIMITED has filed with the registry since 2014. Across its history: 11 annual returns. In the 8 years to 2024 the filing sequence was: 2016: annual return; 2017: annual return; 2018: annual return; 2019: annual return; 2020: annual return; 2021: annual return; 2022: annual return; 2023: annual return; 2024: annual return; 2025: annual return. Company: TTLJK LIMITED. County: Dublin. Legal form: LTD - Private Company Limited by Shares. Age at observation: 10.3 years.
550155,GB INNOVATION LIMITED,LOW_CONCERN,13,GB INNOVATION LIMITED has filed with the registry since 2014. Across its history: 12 annual returns. In the 8 years to 2024 the filing sequence was: 2016: annual return; 2017: annual return; 2018: annual return; 2019: annual return; 2020: annual return; 2021: annual return; 2022: annual return; 2023: annual return; 2024: annual return; 2025: annual return; 2026: annual return.,GB INNOVATION LIMITED has filed with the registry since 2014. Across its history: 12 annual returns. In the 8 years to 2024 the filing sequence was: 2016: annual return; 2017: annual return; 2018: annual return; 2019: annual return; 2020: annual return; 2021: annual return; 2022: annual return; 2023: annual return; 2024: annual return; 2025: annual return; 2026: annual return. GB INNOVATION LIMITED has filed with the registry since 2014. Across its history: 12 annual returns. In the 8 years to 2024 the filing sequence was: 2016: annual return; 2017: annual return; 2018: annual return; 2019: annual return; 2020: annual return; 2021: annual return; 2022: annual return; 2023: annual return; 2024: annual return; 2025: annual return; 2026: annual return. Company: GB INNOVATION LIMITED. County: Wicklow. Legal form: LTD - Private Company Limited by Shares. Age at observation: 10.3 years.
554433,CC SOLICITORS FACILITIES AND MANAGEMENT SERVICES LIMITED,DISSOLUTION_RISK,23,"CC SOLICITORS FACILITIES AND MANAGEMENT SERVICES LIMITED has filed with the registry since 2014. Across its history: 12 annual returns, 2 director or secretary changes, 2 registered office changes. In the 8 years to 2024 the filing sequence was: 2016: annual return; registered office change; 2017: annual return; 2018: annual return without accounts; return date change; annual return; 2019: other filing; director or secretary change; other filing; annual return; 2020: annual return; 2021: annual return; 2022: annual return; 2023: annual return; 2024: annual return; 2025: director or secretary change; annual return; 2026: other filing; special resolution; other filing; registered office change.","CC SOLICITORS FACILITIES AND MANAGEMENT SERVICES LIMITED has filed with the registry since 2014. Across its history: 12 annual returns, 2 director or secretary changes, 2 registered office changes. In the 8 years to 2024 the filing sequence was: 2016: annual return; registered office change; 2017: annual return; 2018: annual return without accounts; return date change; annual return; 2019: other filing; director or secretary change; other filing; annual return; 2020: annual return; 2021: annual return; 2022: annual return; 2023: annual return; 2024: annual return; 2025: director or secretary change; annual return; 2026: other filing; special resolution; other filing; registered office change. CC SOLICITORS FACILITIES AND MANAGEMENT SERVICES LIMITED has filed with the registry since 2014. Across its history: 12 annual returns, 2 director or secretary changes, 2 registered office changes. In the 8 years to 2024 the filing sequence was: 2016: annual return; registered office change; 2017: annual return; 2018: annual return without accounts; return date change; annual return; 2019: other filing; director or secretary change; other filing; annual return; 2020: annual return; 2021: annual return; 2022: annual return; 2023: annual return; 2024: annual return; 2025: director or secretary change; annual return; 2026: other filing; special resolution; other filing; registered office change. Company: CC SOLICITORS FACILITIES AND MANAGEMENT SERVICES LIMITED. County: Dublin. Legal form: LTD - Private Company Limited by Shares. Age at observation: 10.0 years."
555798,MURFIX PROPERTY MAINTENANCE LIMITED,LOW_CONCERN,14,"MURFIX PROPERTY MAINTENANCE LIMITED has filed with the registry since 2015. Across its history: 11 annual returns, 2 director or secretary changes. In the 8 years to 2024 the filing sequence was: 2016: annual return; 2017: annual return; 2018: annual return; 2019: annual return; 2020: annual return; director or secretary change; 2021: annual return; 2022: annual return; 2023: annual return; 2024: annual return; 2025: annual return.","MURFIX PROPERTY MAINTENANCE LIMITED has filed with the registry since 2015. Across its history: 11 annual returns, 2 director or secretary changes. In the 8 years to 2024 the filing sequence was: 2016: annual return; 2017: annual return; 2018: annual return; 2019: annual return; 2020: annual return; director or secretary change; 2021: annual return; 2022: annual return; 2023: annual return; 2024: annual return; 2025: annual return. MURFIX PROPERTY MAINTENANCE LIMITED has filed with the registry since 2015. Across its history: 11 annual returns, 2 director or secretary changes. In the 8 years to 2024 the filing sequence was: 2016: annual return; 2017: annual return; 2018: annual return; 2019: annual return; 2020: annual return; director or secretary change; 2021: annual return; 2022: annual return; 2023: annual return; 2024: annual return; 2025: annual return. Company: MURFIX PROPERTY MAINTENANCE LIMITED. County: Carlow. Legal form: LTD - Private Company Limited by Shares. Age at observation: 10.0 years."
563601,EGLISH RATH AND DRUMCULLEN GWS COMPANY LIMITED BY GUARANTEE,LOW_CONCERN,15,"EGLISH RATH AND DRUMCULLEN GWS COMPANY LIMITED BY GUARANTEE has filed with the registry since 2015. Across its history: 11 annual returns, 2 director or secretary changes. In the 8 years to 2024 the filing sequence was: 2016: annual return without accounts; 2017: annual return without accounts; return date change; annual return; 2018: annual return; director or secretary change; 2019: annual return; 2020: annual return; director or secretary change; 2021: annual return; 2022: annual return; 2023: annual return; 2024: annual return; 2025: annual return.","EGLISH RATH AND DRUMCULLEN GWS COMPANY LIMITED BY GUARANTEE has filed with the registry since 2015. Across its history: 11 annual returns, 2 director or secretary changes. In the 8 years to 2024 the filing sequence was: 2016: annual return without accounts; 2017: annual return without accounts; return date change; annual return; 2018: annual return; director or secretary change; 2019: annual return; 2020: annual return; director or secretary change; 2021: annual return; 2022: annual return; 2023: annual return; 2024: annual return; 2025: annual return. EGLISH RATH AND DRUMCULLEN GWS COMPANY LIMITED BY GUARANTEE has filed with the registry since 2015. Across its history: 11 annual returns, 2 director or secretary changes. In the 8 years to 2024 the filing sequence was: 2016: annual return without accounts; 2017: annual return without accounts; return date change; annual return; 2018: annual return; director or secretary change; 2019: annual return; 2020: annual return; director or secretary change; 2021: annual return; 2022: annual return; 2023: annual return; 2024: annual return; 2025: annual return. Company: EGLISH RATH AND DRUMCULLEN GWS COMPANY LIMITED BY GUARANTEE. County: Offaly. Legal form: CLG - Company Limited by Guarantee. Age at observation: 9.5 years."
559014,Labsource Management LIMITED,DISSOLUTION_RISK,17,"Labsource Management LIMITED has filed with the registry since 2015. Across its history: 11 annual returns, 2 director or secretary changes, 1 registered office change. In the 8 years to 2024 the filing sequence was: 2016: annual return; 2017: other filing; annual return; 2018: annual return; 2019: annual return; director or secretary change; 2020: registered office change; annual return; 2021: special resolution; annual return; 2022: annual return; 2023: annual return; 2024: annual return; 2025: annual return.","Labsource Management LIMITED has filed with the registry since 2015. Across its history: 11 annual returns, 2 director or secretary changes, 1 registered office change. In the 8 years to 2024 the filing sequence was: 2016: annual return; 2017: other filing; annual return; 2018: annual return; 2019: annual return; director or secretary change; 2020: registered office change; annual return; 2021: special resolution; annual return; 2022: annual return; 2023: annual return; 2024: annual return; 2025: annual return. Labsource Management LIMITED has filed with the registry since 2015. Across its history: 11 annual returns, 2 director or secretary changes, 1 registered office change. In the 8 years to 2024 the filing sequence was: 2016: annual return; 2017: other filing; annual return; 2018: annual return; 2019: annual return; director or secretary change; 2020: registered office change; annual return; 2021: special resolution; annual return; 2022: annual return; 2023: annual return; 2024: annual return; 2025: annual return. Company: Labsource Management LIMITED. County: Longford. Legal form: LTD - Private Company Limited by Shares. Age at observation: 9.8 years."
